Nasa;Productnaam;Afdeling;Subafdeling;Actief;Gewicht;Kans14
46245;ah nasi;Maaltijden/Sappen;Maaltijden;Ja;16;4
573444;ah pannenkoeken;Maaltijden/Sappen;Maaltijden;Ja;16;4
684409;ah pie pulled pork;Maaltijden/Sappen;Maaltijden;Ja;16;4
752309;ah poffertjes;Maaltijden/Sappen;Maaltijden;Ja;16;4
43324;ah quiche broccoli kaas;Maaltijden/Sappen;Maaltijden;Ja;16;4
726522;ah quiche geitenk;Maaltijden/Sappen;Maaltijden;Ja;16;4
46252;ah vers macaroni ham kaas;Maaltijden/Sappen;Maaltijden;Ja;16;4
47244;ah volkoren pizzabodem;Maaltijden/Sappen;Maaltijden;Ja;16;4
46445;ah xl pizzadeeg;Maaltijden/Sappen;Maaltijden;Ja;16;4
804096;jan pannenkoeken nat;Maaltijden/Sappen;Maaltijden;Ja;16;4
723320;oma soep tomaat basilicum;Maaltijden/Sappen;Maaltijden;Ja;16;4
46240;ah bami goreng;Maaltijden/Sappen;Maaltijden;Ja;9;3
598038;ah bami goreng;Maaltijden/Sappen;Maaltijden;Ja;9;3
850166;ah braadworst bloemkool;Maaltijden/Sappen;Maaltijden;Ja;9;3
46241;ah chow mein;Maaltijden/Sappen;Maaltijden;Ja;9;3
886940;ah focaccia mozzarella;Maaltijden/Sappen;Maaltijden;Ja;9;3
803912;ah kipfilet pepersaus;Maaltijden/Sappen;Maaltijden;Ja;9;3
887662;ah nasi goreng;Maaltijden/Sappen;Maaltijden;Ja;9;3
29573;ah proteine pancakes ban;Maaltijden/Sappen;Maaltijden;Ja;9;3
708127;ah proteïne pancakes;Maaltijden/Sappen;Maaltijden;Ja;9;3
590244;ah quiche med groente;Maaltijden/Sappen;Maaltijden;Ja;9;3
586229;ah stokbr knoflookboter;Maaltijden/Sappen;Maaltijden;Ja;9;3
47245;ah volkoren pancakes;Maaltijden/Sappen;Maaltijden;Ja;9;3
804098;jan poffertjes;Maaltijden/Sappen;Maaltijden;Ja;9;3
11139;magioni pumpkin cin panc;Maaltijden/Sappen;Maaltijden;Ja;9;3
46232;ah ajam sate & nasi;Maaltijden/Sappen;Maaltijden;Ja;4;2
46239;ah babi pangang & nasi;Maaltijden/Sappen;Maaltijden;Ja;4;2
843081;ah banaan spelt pancakes;Maaltijden/Sappen;Maaltijden;Ja;4;2
825452;ah bladerdeeg op rol;Maaltijden/Sappen;Maaltijden;Ja;4;2
66959;ah focacciadeeg;Maaltijden/Sappen;Maaltijden;Ja;4;2
698919;ah hamchef pannenkoeken;Maaltijden/Sappen;Maaltijden;Ja;4;2
843923;ah lasagne bolognese;Maaltijden/Sappen;Maaltijden;Ja;4;2
828611;ah poffertjes naturel;Maaltijden/Sappen;Maaltijden;Ja;4;2
797500;ah poffertjes naturel vvp;Maaltijden/Sappen;Maaltijden;Ja;4;2
690398;ah quiche & taart deeg;Maaltijden/Sappen;Maaltijden;Ja;4;2
512924;ah quiche lorraine;Maaltijden/Sappen;Maaltijden;Ja;4;2
568872;ah stamp boerenk worst;Maaltijden/Sappen;Maaltijden;Ja;4;2
594962;ah super croissants;Maaltijden/Sappen;Maaltijden;Ja;4;2
92502;ah zuurkoolstamppot worst;Maaltijden/Sappen;Maaltijden;Ja;4;2
8106;daneroll croissants;Maaltijden/Sappen;Maaltijden;Ja;4;2
66958;jan pizzadeeg napoli;Maaltijden/Sappen;Maaltijden;Ja;4;2
612543;ah american pancakes;Maaltijden/Sappen;Maaltijden;Ja;1;1
886780;ah focaccia basilicum tom;Maaltijden/Sappen;Maaltijden;Ja;1;1
886721;ah focaccia paprika olijf;Maaltijden/Sappen;Maaltijden;Ja;1;1
96203;ah stamp and gehaktbal;Maaltijden/Sappen;Maaltijden;Ja;1;1
74311;ah ter soep veggie boost;Maaltijden/Sappen;Maaltijden;Ja;1;1
801203;daneroll pain choc;Maaltijden/Sappen;Maaltijden;Ja;1;1
66957;jan pizzadeeg napoli xl;Maaltijden/Sappen;Maaltijden;Ja;1;1
43325;jan volkoren poffertjes;Maaltijden/Sappen;Maaltijden;Ja;1;1
11140;magioni car ban panc;Maaltijden/Sappen;Maaltijden;Ja;1;1
43318;magioni pumpk ban pancake;Maaltijden/Sappen;Maaltijden;Ja;1;1
70710;oayeah pancakes 4stuks;Maaltijden/Sappen;Maaltijden;Ja;1;1
830966;ah sap sinas mango appel;Maaltijden/Sappen;Sappen;Ja;196;14
843782;ah sap ananas sinas;Maaltijden/Sappen;Sappen;Ja;169;13
526003;ah sap sin aardbei;Maaltijden/Sappen;Sappen;Ja;144;12
520310;ah sap sinaasappel;Maaltijden/Sappen;Sappen;Ja;144;12
525996;ah sap sinas kiwi;Maaltijden/Sappen;Sappen;Ja;144;12
42498;ah sap appel aardbei;Maaltijden/Sappen;Sappen;Ja;121;11
615602;ah sap appel peer framb;Maaltijden/Sappen;Sappen;Ja;121;11
501090;ah sap sinaasappel;Maaltijden/Sappen;Sappen;Ja;121;11
15939;ah sm appel aardbei;Maaltijden/Sappen;Sappen;Ja;121;11
535636;ah sap anan meloen;Maaltijden/Sappen;Sappen;Ja;100;10
813471;ah sap bl bes appel;Maaltijden/Sappen;Sappen;Ja;100;10
698083;ah sap sin mango ap;Maaltijden/Sappen;Sappen;Ja;100;10
501064;ah sap sinaasappel;Maaltijden/Sappen;Sappen;Ja;100;10
12761;ah terra sm ananas;Maaltijden/Sappen;Sappen;Ja;100;10
23965;ah bio sap ap aardb;Maaltijden/Sappen;Sappen;Ja;81;9
23966;ah bio sap sin app;Maaltijden/Sappen;Sappen;Ja;81;9
520312;ah sap sinas banaan;Maaltijden/Sappen;Sappen;Ja;81;9
591487;ah sm mango maracuj;Maaltijden/Sappen;Sappen;Ja;81;9
67169;ah sm mango perzik;Maaltijden/Sappen;Sappen;Ja;81;9
23964;ah bio ginger mango;Maaltijden/Sappen;Sappen;Ja;64;8
591486;ah sm aardb banaan;Maaltijden/Sappen;Sappen;Ja;64;8
733037;ah sm mango ananas;Maaltijden/Sappen;Sappen;Ja;64;8
12762;ah terra sm appel;Maaltijden/Sappen;Sappen;Ja;64;8
698843;ah yog sm aardbei;Maaltijden/Sappen;Sappen;Ja;64;8
67172;ah 75% sm biet aard;Maaltijden/Sappen;Sappen;Ja;49;7
751764;ah lemonade citroen;Maaltijden/Sappen;Sappen;Ja;49;7
67204;ah mockt pina colad;Maaltijden/Sappen;Sappen;Ja;49;7
542739;ah sap app peer fra;Maaltijden/Sappen;Sappen;Ja;49;7
67168;ah sm avocado komk;Maaltijden/Sappen;Sappen;Ja;49;7
693837;ah sm mango banaan;Maaltijden/Sappen;Sappen;Ja;49;7
698850;ah yog sm kokos;Maaltijden/Sappen;Sappen;Ja;49;7
67171;ah 75% sm spin komk;Maaltijden/Sappen;Sappen;Ja;36;6
67174;ah 80% sap biet app;Maaltijden/Sappen;Sappen;Ja;36;6
32883;ah sap sin ap mango;Maaltijden/Sappen;Sappen;Ja;36;6
733038;ah sm sinaas mango;Maaltijden/Sappen;Sappen;Ja;36;6
33674;ah vitamshot vit c;Maaltijden/Sappen;Sappen;Ja;36;6
67192;ah 50% sap gw mango;Maaltijden/Sappen;Sappen;Ja;25;5
67173;ah 80% sap kom spin;Maaltijden/Sappen;Sappen;Ja;25;5
33673;ah hot ginger 75%;Maaltijden/Sappen;Sappen;Ja;25;5
736692;ah lemonade tropic;Maaltijden/Sappen;Sappen;Ja;25;5
627916;ah sap sinas banaan;Maaltijden/Sappen;Sappen;Ja;25;5
42502;ah sap zomerfavor;Maaltijden/Sappen;Sappen;Ja;25;5
67167;ah sm appel aardbei;Maaltijden/Sappen;Sappen;Ja;25;5
33675;ah vitamshot vit d;Maaltijden/Sappen;Sappen;Ja;25;5
67190;ah 85% shot spinaz;Maaltijden/Sappen;Sappen;Ja;16;4
86395;ah ginger power;Maaltijden/Sappen;Sappen;Ja;16;4
37362;ah ice tea framboos;Maaltijden/Sappen;Sappen;Ja;16;4
67198;ah mockt straw daiq;Maaltijden/Sappen;Sappen;Ja;16;4
547654;ah sap appel peer;Maaltijden/Sappen;Sappen;Ja;16;4
67170;ah 75% sm wort mang;Maaltijden/Sappen;Sappen;Ja;9;3
15938;ah ginger strawberr;Maaltijden/Sappen;Sappen;Ja;9;3
697811;ah ice tea citroen;Maaltijden/Sappen;Sappen;Ja;9;3
67203;ah mockt pornst mar;Maaltijden/Sappen;Sappen;Ja;9;3
539973;ah sap sin aardbei;Maaltijden/Sappen;Sappen;Ja;9;3
33676;ah vitamshot multi;Maaltijden/Sappen;Sappen;Ja;9;3
67191;ah 50% sap biet aar;Maaltijden/Sappen;Sappen;Ja;4;2
67175;ah 80% sap papr wor;Maaltijden/Sappen;Sappen;Ja;4;2
67176;ah 85% shot biet av;Maaltijden/Sappen;Sappen;Ja;4;2
67177;ah 85% shot wortel;Maaltijden/Sappen;Sappen;Ja;4;2
882165;ah sap appel gember;Maaltijden/Sappen;Sappen;Ja;4;2
661974;ah sm wortel mango;Maaltijden/Sappen;Sappen;Ja;4;2
67197;ah 50% sap wort sin;Maaltijden/Sappen;Sappen;Ja;1;1
849228;ah ovenfriet z aardappel;Panklaar;Panklaar;Ja;144;12
57156;ah zoete aardappelblokjes;Panklaar;Panklaar;Ja;100;10
622991;ah aardappel schijfjes;Panklaar;Panklaar;Ja;36;6
596472;ah aardappelpuree;Panklaar;Panklaar;Ja;25;5
729693;ah bakaardappel papr knof;Panklaar;Panklaar;Ja;25;5
737742;ah aardappel kruimig;Panklaar;Panklaar;Ja;9;3
737743;ah aardappel vastkokend;Panklaar;Panklaar;Ja;9;3
540286;ah aardappelpartjes;Panklaar;Panklaar;Ja;9;3
810984;ah bakaardappeltjes;Panklaar;Panklaar;Ja;9;3
27587;ah terra ter pl aardappel;Panklaar;Panklaar;Ja;9;3
647499;ah stamppot aardappelen;Panklaar;Panklaar;Ja;4;2
67869;ah aardappelgrat asperge;Panklaar;Panklaar;Ja;1;1
36697;ah pofaardappelen;Panklaar;Panklaar;Ja;1;1
